Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-06-05 09:21:31,Abrian,1,game itu untuk menghilangkan emosi bukan bikin emosi game aneh,game itu untuk menghilangkan emosi bukan bikin emosi game aneh,game itu untuk menghilangkan emosi bukan bikin emosi game aneh,game itu untuk menghilangkan emosi bukan bikin emosi game aneh,"['game', 'itu', 'untuk', 'menghilangkan', 'emosi', 'bukan', 'bikin', 'emosi', 'game', 'aneh']","['game', 'menghilangkan', 'emosi', 'bikin', 'emosi', 'game', 'aneh']",game hilang emosi bikin emosi game aneh
2025-06-05 09:21:26,Farhan Aja,3,moonton tolong aku baru aja main ada yang pakek cheat tolong di ban ya😭😭😭,moonton tolong aku baru aja main ada yang pakek cheat tolong di ban ya,moonton tolong aku baru aja main ada yang pakek cheat tolong di ban ya,moonton tolong aku baru saja main ada yang pakai cheat tolong di ban ya,"['moonton', 'tolong', 'aku', 'baru', 'saja', 'main', 'ada', 'yang', 'pakai', 'cheat', 'tolong', 'di', 'ban', 'ya']","['moonton', 'tolong', 'main', 'pakai', 'cheat', 'tolong', 'ban', 'ya']",moonton tolong main pakai cheat tolong ban ya
2025-06-05 09:20:58,Acil Kece,4,semangat untuk bobol legds bang bang😊,semangat untuk bobol legds bang bang,semangat untuk bobol legds bang bang,semangat untuk bobol legds abang abang,"['semangat', 'untuk', 'bobol', 'legds', 'abang', 'abang']","['semangat', 'bobol', 'legds', 'abang', 'abang']",semangat bobol legds abang abang
2025-06-05 09:20:57,abil fairus,1,banyak drag system,banyak drag system,banyak drag system,banyak drag system,"['banyak', 'drag', 'system']","['drag', 'system']",drag system
2025-06-05 09:18:38,Fadlann Maulana,5,game mobile legends ini cocok dimainkan,game mobile legends ini cocok dimainkan,game mobile legends ini cocok dimainkan,game mobile legends ini cocok dimainkan,"['game', 'mobile', 'legends', 'ini', 'cocok', 'dimainkan']","['game', 'mobile', 'legends', 'cocok', 'dimainkan']",game mobile legends cocok main
2025-06-05 09:18:15,Alfheizar Alkatiri,1,"Apa ini moonton. Masa kasih tim gw kayak ayam, sedangkan musuh jago². Maunya apasih moonton? Cape gw losestreak mulu. Niat ngehibur gak sih? Makin lama makin aneh ini game. GAME KIKIR, GAK ADIL PULA👎🏻",Apa ini moonton Masa kasih tim gw kayak ayam sedangkan musuh jago Maunya apasih moonton Cape gw losestreak mulu Niat ngehibur gak sih Makin lama makin aneh ini game GAME KIKIR GAK ADIL PULA,apa ini moonton masa kasih tim gw kayak ayam sedangkan musuh jago maunya apasih moonton cape gw losestreak mulu niat ngehibur gak sih makin lama makin aneh ini game game kikir gak adil pula,apa ini moonton masa kasih tim gue kayak ayam sedangkan musuh jago maunya apasih moonton capek gue losestreak mulu niat ngehibur tidak sih makin lama makin aneh ini game game kikir tidak adil pula,"['apa', 'ini', 'moonton', 'masa', 'kasih', 'tim', 'gue', 'kayak', 'ayam', 'sedangkan', 'musuh', 'jago', 'maunya', 'apasih', 'moonton', 'capek', 'gue', 'losestreak', 'mulu', 'niat', 'ngehibur', 'tidak', 'sih', 'makin', 'lama', 'makin', 'aneh', 'ini', 'game', 'game', 'kikir', 'tidak', 'adil', 'pula']","['moonton', 'kasih', 'tim', 'gue', 'kayak', 'ayam', 'musuh', 'jago', 'maunya', 'apasih', 'moonton', 'capek', 'gue', 'losestreak', 'mulu', 'niat', 'ngehibur', 'sih', 'aneh', 'game', 'game', 'kikir', 'adil']",moonton kasih tim gue kayak ayam musuh jago mau apasih moonton capek gue losestreak mulu niat ngehibur sih aneh game game kikir adil
2025-06-05 09:17:31,Atika Syahrinnisa,5,seru aja dimainin,seru aja dimainin,seru aja dimainin,seru saja dimainin,"['seru', 'saja', 'dimainin']","['seru', 'dimainin']",seru dimainin
2025-06-05 09:17:16,Wistara Ghany,1,jelek bet dah sudah itu banyak betul dark sistem pembela bot monton monton gem susah juga,jelek bet dah sudah itu banyak betul dark sistem pembela bot monton monton gem susah juga,jelek bet dah sudah itu banyak betul dark sistem pembela bot monton monton gem susah juga,jelek banget sudah sudah itu banyak betul dark sistem pembela bot monton monton gem susah juga,"['jelek', 'banget', 'sudah', 'sudah', 'itu', 'banyak', 'betul', 'dark', 'sistem', 'pembela', 'bot', 'monton', 'monton', 'gem', 'susah', 'juga']","['jelek', 'banget', 'dark', 'sistem', 'pembela', 'bot', 'monton', 'monton', 'gem', 'susah']",jelek banget dark sistem bela bot monton monton gem susah
2025-06-05 09:14:49,Xie Phong,1,"GAME RUSAK, UDAH JELAS'' ADA PLAYER TROLL DI LAPORIN MALAH GA DI TINDAK APA'' (TIDAK TERDETEKSI) APAAN DAH UDAH JELAS"" DIA TROLL 0 10 0 COKLAT MASIH AJA GA TERDETEKSI, BENER"" RUSAK",GAME RUSAK UDAH JELAS ADA PLAYER TROLL DI LAPORIN MALAH GA DI TINDAK APA TIDAK TERDETEKSI APAAN DAH UDAH JELAS DIA TROLL    COKLAT MASIH AJA GA TERDETEKSI BENER RUSAK,game rusak udah jelas ada player troll di laporin malah ga di tindak apa tidak terdeteksi apaan dah udah jelas dia troll    coklat masih aja ga terdeteksi bener rusak,game rusak sudah jelas ada player troll di laporin malah tidak di tindak apa tidak terdeteksi apaan sudah sudah jelas dia troll coklat masih saja tidak terdeteksi benar rusak,"['game', 'rusak', 'sudah', 'jelas', 'ada', 'player', 'troll', 'di', 'laporin', 'malah', 'tidak', 'di', 'tindak', 'apa', 'tidak', 'terdeteksi', 'apaan', 'sudah', 'sudah', 'jelas', 'dia', 'troll', 'coklat', 'masih', 'saja', 'tidak', 'terdeteksi', 'benar', 'rusak']","['game', 'rusak', 'player', 'troll', 'laporin', 'tindak', 'terdeteksi', 'troll', 'coklat', 'terdeteksi', 'rusak']",game rusak player troll laporin tindak deteksi troll coklat deteksi rusak
2025-06-05 09:14:12,Marwanto cool,5,moonton kok event garaa nya hilang??,moonton kok event garaa nya hilang,moonton kok event garaa nya hilang,moonton kok event garaa ya hilang,"['moonton', 'kok', 'event', 'garaa', 'ya', 'hilang']","['moonton', 'event', 'garaa', 'ya', 'hilang']",moonton event garaa ya hilang
2025-06-05 09:13:02,Raditya Hermawan,3,saya sangat bahagia setelah akun saya hilang karena saya tidak perlu lagi debat dengan tim yg g bisa di ajak kerja sama,saya sangat bahagia setelah akun saya hilang karena saya tidak perlu lagi debat dengan tim yg g bisa di ajak kerja sama,saya sangat bahagia setelah akun saya hilang karena saya tidak perlu lagi debat dengan tim yg g bisa di ajak kerja sama,saya sangat bahagia setelah akun saya hilang karena saya tidak perlu lagi debat dengan tim yang tidak bisa di ajak kerja sama,"['saya', 'sangat', 'bahagia', 'setelah', 'akun', 'saya', 'hilang', 'karena', 'saya', 'tidak', 'perlu', 'lagi', 'debat', 'dengan', 'tim', 'yang', 'tidak', 'bisa', 'di', 'ajak', 'kerja', 'sama']","['bahagia', 'akun', 'hilang', 'debat', 'tim', 'ajak', 'kerja']",bahagia akun hilang debat tim ajak kerja
2025-06-05 09:12:39,Erni Yanti,1,"klo bikin game yg niat yaa, jan kasi ls mlu kck bkin orang gk niat maen emel kck,hadeh",klo bikin game yg niat yaa jan kasi ls mlu kck bkin orang gk niat maen emel kckhadeh,klo bikin game yg niat yaa jan kasi ls mlu kck bkin orang gk niat maen emel kckhadeh,kalau bikin game yang niat ya jangan kasih ls melulu kck bikin orang tidak niat main emel kckhadeh,"['kalau', 'bikin', 'game', 'yang', 'niat', 'ya', 'jangan', 'kasih', 'ls', 'melulu', 'kck', 'bikin', 'orang', 'tidak', 'niat', 'main', 'emel', 'kckhadeh']","['bikin', 'game', 'niat', 'ya', 'kasih', 'ls', 'melulu', 'kck', 'bikin', 'orang', 'niat', 'main', 'emel', 'kckhadeh']",bikin game niat ya kasih ls melulu kck bikin orang niat main emel kckhadeh
2025-06-05 09:12:39,JOJOANAKRANTAU,1,jelek x akhir ini sinyal ny dalam prmainan.. di luar buat nengok titip tiktok PB aman lancar.. di dalam prmainan macat2 kyk mna nyn kalin ini,jelek x akhir ini sinyal ny dalam prmainan di luar buat nengok titip tiktok PB aman lancar di dalam prmainan macat kyk mna nyn kalin ini,jelek x akhir ini sinyal ny dalam prmainan di luar buat nengok titip tiktok pb aman lancar di dalam prmainan macat kyk mna nyn kalin ini,jelek kali akhir ini sinyal nya dalam prmainan di luar buat menengok titip tiktok pb aman lancar di dalam prmainan macat kayak mana nyn kalin ini,"['jelek', 'kali', 'akhir', 'ini', 'sinyal', 'nya', 'dalam', 'prmainan', 'di', 'luar', 'buat', 'menengok', 'titip', 'tiktok', 'pb', 'aman', 'lancar', 'di', 'dalam', 'prmainan', 'macat', 'kayak', 'mana', 'nyn', 'kalin', 'ini']","['jelek', 'kali', 'sinyal', 'nya', 'prmainan', 'menengok', 'titip', 'tiktok', 'pb', 'aman', 'lancar', 'prmainan', 'macat', 'kayak', 'nyn', 'kalin']",jelek kali sinyal nya prmainan tengok titip tiktok pb aman lancar prmainan macat kayak nyn kalin
2025-06-05 09:12:02,Aprilyano Colose,1,Bikin event bisa ngasi tim waras GK bisa game GK jelas,Bikin event bisa ngasi tim waras GK bisa game GK jelas,bikin event bisa ngasi tim waras gk bisa game gk jelas,bikin event bisa mengasih tim waras tidak bisa game tidak jelas,"['bikin', 'event', 'bisa', 'mengasih', 'tim', 'waras', 'tidak', 'bisa', 'game', 'tidak', 'jelas']","['bikin', 'event', 'mengasih', 'tim', 'waras', 'game']",bikin event asih tim waras game
2025-06-05 09:11:01,Keanu Gandewa,1,"Game yang gk imbang, dapet tim jelek terus sedangkan musuh nya jago jago semua, giliran kritik gini pasti jawabnya di suruh ke CS nya hadeh👎🏻👎🏻👎🏻👎🏻👎🏻",Game yang gk imbang dapet tim jelek terus sedangkan musuh nya jago jago semua giliran kritik gini pasti jawabnya di suruh ke CS nya hadeh,game yang gk imbang dapet tim jelek terus sedangkan musuh nya jago jago semua giliran kritik gini pasti jawabnya di suruh ke cs nya hadeh,game yang tidak imbang dapat tim jelek terus sedangkan musuh ya jago jago semua giliran kritik begini pasti jawabnya di suruh ke cs ya hadeh,"['game', 'yang', 'tidak', 'imbang', 'dapat', 'tim', 'jelek', 'terus', 'sedangkan', 'musuh', 'ya', 'jago', 'jago', 'semua', 'giliran', 'kritik', 'begini', 'pasti', 'jawabnya', 'di', 'suruh', 'ke', 'cs', 'ya', 'hadeh']","['game', 'imbang', 'tim', 'jelek', 'musuh', 'ya', 'jago', 'jago', 'giliran', 'kritik', 'suruh', 'cs', 'ya', 'hadeh']",game imbang tim jelek musuh ya jago jago gilir kritik suruh cs ya hadeh
2025-06-05 09:10:56,Rezky Marcelia,1,"moonton ngasi musuh ga ngotak, bintang satu👎🏻",moonton ngasi musuh ga ngotak bintang satu,moonton ngasi musuh ga ngotak bintang satu,moonton mengasih musuh tidak ngotak bintang satu,"['moonton', 'mengasih', 'musuh', 'tidak', 'ngotak', 'bintang', 'satu']","['moonton', 'mengasih', 'musuh', 'ngotak', 'bintang']",moonton asih musuh ngotak bintang
2025-06-05 09:10:54,X313 Mohammad Ihsan Wicaksono,4,"Tim dan lawannya tidak seimbang, dan mohon untuk tidak me-nerf hero Beatrix",Tim dan lawannya tidak seimbang dan mohon untuk tidak menerf hero Beatrix,tim dan lawannya tidak seimbang dan mohon untuk tidak menerf hero beatrix,tim dan lawannya tidak seimbang dan mohon untuk tidak menerf hero beatrix,"['tim', 'dan', 'lawannya', 'tidak', 'seimbang', 'dan', 'mohon', 'untuk', 'tidak', 'menerf', 'hero', 'beatrix']","['tim', 'lawannya', 'seimbang', 'mohon', 'menerf', 'hero', 'beatrix']",tim lawan imbang mohon menerf hero beatrix
2025-06-05 09:10:46,Noval Adrian Vl B,1,karena kalo setiap saya main suka dikasih dark sistem dan hampir bikin saya kembali ke epic 👎🏼👎🏼,karena kalo setiap saya main suka dikasih dark sistem dan hampir bikin saya kembali ke epic ,karena kalo setiap saya main suka dikasih dark sistem dan hampir bikin saya kembali ke epic ,karena kalau setiap saya main suka dikasih dark sistem dan hampir bikin saya kembali ke epic,"['karena', 'kalau', 'setiap', 'saya', 'main', 'suka', 'dikasih', 'dark', 'sistem', 'dan', 'hampir', 'bikin', 'saya', 'kembali', 'ke', 'epic']","['main', 'suka', 'dikasih', 'dark', 'sistem', 'bikin', 'epic']",main suka kasih dark sistem bikin epic
2025-06-05 09:10:31,Zahia Shakila11,5,bagus bgt tapi harus ada Kouta KLO gak GK bisa main truss ini tuh KLO kredit skor rendah tuh gara² kita keluar pas main.. nanti hasilnya bakal agak udh sih itu aja,bagus bgt tapi harus ada Kouta KLO gak GK bisa main truss ini tuh KLO kredit skor rendah tuh gara kita keluar pas main nanti hasilnya bakal agak udh sih itu aja,bagus bgt tapi harus ada kouta klo gak gk bisa main truss ini tuh klo kredit skor rendah tuh gara kita keluar pas main nanti hasilnya bakal agak udh sih itu aja,bagus banget tapi harus ada kouta kalau tidak tidak bisa main truss ini tuh kalau kredit skor rendah tuh gara kita keluar pas main nanti hasilnya bakal agak sudah sih itu saja,"['bagus', 'banget', 'tapi', 'harus', 'ada', 'kouta', 'kalau', 'tidak', 'tidak', 'bisa', 'main', 'truss', 'ini', 'tuh', 'kalau', 'kredit', 'skor', 'rendah', 'tuh', 'gara', 'kita', 'keluar', 'pas', 'main', 'nanti', 'hasilnya', 'bakal', 'agak', 'sudah', 'sih', 'itu', 'saja']","['bagus', 'banget', 'kouta', 'main', 'truss', 'tuh', 'kredit', 'skor', 'rendah', 'tuh', 'gara', 'pas', 'main', 'hasilnya', 'sih']",bagus banget kouta main truss tuh kredit skor rendah tuh gara pas main hasil sih
2025-06-05 09:10:27,Rahman Pajero,5,bagus ml tapi saya gak donl9wd,bagus ml tapi saya gak donlwd,bagus ml tapi saya gak donlwd,bagus ml tapi saya tidak donlwd,"['bagus', 'ml', 'tapi', 'saya', 'tidak', 'donlwd']","['bagus', 'ml', 'donlwd']",bagus ml donlwd
2025-06-05 09:08:28,Danny Aditiya,1,"ga asih game nya, jelek patah patah sering gangguan kocak gajelas, isinya bot semua anak anak tk pada maen",ga asih game nya jelek patah patah sering gangguan kocak gajelas isinya bot semua anak anak tk pada maen,ga asih game nya jelek patah patah sering gangguan kocak gajelas isinya bot semua anak anak tk pada maen,tidak asih game ya jelek patah patah sering gangguan kocak isinya bot semua anak anak tak pada main,"['tidak', 'asih', 'game', 'ya', 'jelek', 'patah', 'patah', 'sering', 'gangguan', 'kocak', 'isinya', 'bot', 'semua', 'anak', 'anak', 'tak', 'pada', 'main']","['asih', 'game', 'ya', 'jelek', 'patah', 'patah', 'gangguan', 'kocak', 'isinya', 'bot', 'anak', 'anak', 'main']",asih game ya jelek patah patah ganggu kocak isi bot anak anak main
2025-06-05 09:08:03,WANTO G4MING,1,"ASTAGA, INI GAME LU APAIN LAGI SIH MOONTOD, SETINGAN GRAFIK LU UBAH, SEKARANG KARENA HAL ITU, MLBB SAYA JADI NGEFRAME, PADAHAL SEBELUMNYA SAYA PAKAI GRAFIK MEDIUM AMAN-AMAN SAJA TIDAK ADA FRAME DROP, TAPI KENAPA PAS SETINGAN GRAFIK DI UBAH/DI PERBARUI, GAME NYA JADI NGEFRAME, PADAHAL UDAH SAYA SETING KE GRAFIK PALING RENDAH SEKALIPUN, NIAT UPDATE MALAH JADI NGEFRAME, HADEHHH, MOONTOD².",ASTAGA INI GAME LU APAIN LAGI SIH MOONTOD SETINGAN GRAFIK LU UBAH SEKARANG KARENA HAL ITU MLBB SAYA JADI NGEFRAME PADAHAL SEBELUMNYA SAYA PAKAI GRAFIK MEDIUM AMANAMAN SAJA TIDAK ADA FRAME DROP TAPI KENAPA PAS SETINGAN GRAFIK DI UBAHDI PERBARUI GAME NYA JADI NGEFRAME PADAHAL UDAH SAYA SETING KE GRAFIK PALING RENDAH SEKALIPUN NIAT UPDATE MALAH JADI NGEFRAME HADEHHH MOONTOD,astaga ini game lu apain lagi sih moontod setingan grafik lu ubah sekarang karena hal itu mlbb saya jadi ngeframe padahal sebelumnya saya pakai grafik medium amanaman saja tidak ada frame drop tapi kenapa pas setingan grafik di ubahdi perbarui game nya jadi ngeframe padahal udah saya seting ke grafik paling rendah sekalipun niat update malah jadi ngeframe hadehhh moontod,astaga ini game kamu apai lagi sih moontod setingan grafik kamu ubah sekarang karena hal itu mlbb saya jadi ngeframe padahal sebelumnya saya pakai grafik medium amanaman saja tidak ada frame drop tapi kenapa pas setingan grafik di ubahdi perbarui game ya jadi ngeframe padahal sudah saya seting ke grafik paling rendah sekalipun niat update malah jadi ngeframe hadehhh moontod,"['astaga', 'ini', 'game', 'kamu', 'apai', 'lagi', 'sih', 'moontod', 'setingan', 'grafik', 'kamu', 'ubah', 'sekarang', 'karena', 'hal', 'itu', 'mlbb', 'saya', 'jadi', 'ngeframe', 'padahal', 'sebelumnya', 'saya', 'pakai', 'grafik', 'medium', 'amanaman', 'saja', 'tidak', 'ada', 'frame', 'drop', 'tapi', 'kenapa', 'pas', 'setingan', 'grafik', 'di', 'ubahdi', 'perbarui', 'game', 'ya', 'jadi', 'ngeframe', 'padahal', 'sudah', 'saya', 'seting', 'ke', 'grafik', 'paling', 'rendah', 'sekalipun', 'niat', 'update', 'malah', 'jadi', 'ngeframe', 'hadehhh', 'moontod']","['astaga', 'game', 'apai', 'sih', 'moontod', 'setingan', 'grafik', 'ubah', 'mlbb', 'ngeframe', 'pakai', 'grafik', 'medium', 'amanaman', 'frame', 'drop', 'pas', 'setingan', 'grafik', 'ubahdi', 'perbarui', 'game', 'ya', 'ngeframe', 'seting', 'grafik', 'rendah', 'niat', 'update', 'ngeframe', 'hadehhh', 'moontod']",astaga game apa sih moontod ting grafik ubah mlbb ngeframe pakai grafik medium amanaman frame drop pas ting grafik ubahdi baru game ya ngeframe ting grafik rendah niat update ngeframe hadehhh moontod
2025-06-05 09:06:29,Revan Wunda,5,game nya bagus tim naya kayak moonton tolol,game nya bagus tim naya kayak moonton tolol,game nya bagus tim naya kayak moonton tolol,game ya bagus tim naya kayak moonton tolol,"['game', 'ya', 'bagus', 'tim', 'naya', 'kayak', 'moonton', 'tolol']","['game', 'ya', 'bagus', 'tim', 'naya', 'kayak', 'moonton', 'tolol']",game ya bagus tim naya kayak moonton tolol
2025-06-05 09:06:11,Yuni Nasibun,1,game ga jelas banyak dark sistem ada aja orang tolol setiap game,game ga jelas banyak dark sistem ada aja orang tolol setiap game,game ga jelas banyak dark sistem ada aja orang tolol setiap game,game tidak jelas banyak dark sistem ada saja orang tolol setiap game,"['game', 'tidak', 'jelas', 'banyak', 'dark', 'sistem', 'ada', 'saja', 'orang', 'tolol', 'setiap', 'game']","['game', 'dark', 'sistem', 'orang', 'tolol', 'game']",game dark sistem orang tolol game
2025-06-05 09:05:59,Gresensia Balanang,5,bagussss,bagussss,bagussss,bagus,['bagus'],['bagus'],bagus
2025-06-05 09:05:39,Bodo Amat,2,gak adil bener montoon gamenya. makin rusak,gak adil bener montoon gamenya makin rusak,gak adil bener montoon gamenya makin rusak,tidak adil benar montoon gamenya makin rusak,"['tidak', 'adil', 'benar', 'montoon', 'gamenya', 'makin', 'rusak']","['adil', 'montoon', 'gamenya', 'rusak']",adil montoon gamenya rusak
2025-06-05 09:03:56,Komang Lila Paramarta putra,1,jangan donwload ini game bikin stres berat,jangan donwload ini game bikin stres berat,jangan donwload ini game bikin stres berat,jangan donwload ini game bikin stres berat,"['jangan', 'donwload', 'ini', 'game', 'bikin', 'stres', 'berat']","['donwload', 'game', 'bikin', 'stres', 'berat']",donwload game bikin stres berat
2025-06-05 09:02:37,Ahmad Gaming,5,banyak dark sistemnya bintang 1,banyak dark sistemnya bintang ,banyak dark sistemnya bintang ,banyak dark sistemnya bintang,"['banyak', 'dark', 'sistemnya', 'bintang']","['dark', 'sistemnya', 'bintang']",dark sistem bintang
2025-06-05 09:01:44,Silmi Queen,1,"oke game ny seru bngt,cuma klo ngasih ls kira kira ya poke ajg lu jangan seenak nya kapan gwa imo nya kalo gini,matchmaking di benerin y awas aja luwh! benci banget SM Angela annual malah kaya gni gimana sih masih mending ada yg mainin game kikir lu wkwkwk",oke game ny seru bngtcuma klo ngasih ls kira kira ya poke ajg lu jangan seenak nya kapan gwa imo nya kalo ginimatchmaking di benerin y awas aja luwh benci banget SM Angela annual malah kaya gni gimana sih masih mending ada yg mainin game kikir lu wkwkwk,oke game ny seru bngtcuma klo ngasih ls kira kira ya poke ajg lu jangan seenak nya kapan gwa imo nya kalo ginimatchmaking di benerin y awas aja luwh benci banget sm angela annual malah kaya gni gimana sih masih mending ada yg mainin game kikir lu wkwkwk,oke game nya seru bngtcuma kalau mengasih ls kira kira ya poke ajg kamu jangan seenak ya kapan gwa imo ya kalau ginimatchmaking di benerin ya awas saja luwh benci banget sama angela annual malah kayak begini bagaimana sih masih mending ada yang mainin game kikir kamu wkwkwk,"['oke', 'game', 'nya', 'seru', 'bngtcuma', 'kalau', 'mengasih', 'ls', 'kira', 'kira', 'ya', 'poke', 'ajg', 'kamu', 'jangan', 'seenak', 'ya', 'kapan', 'gwa', 'imo', 'ya', 'kalau', 'ginimatchmaking', 'di', 'benerin', 'ya', 'awas', 'saja', 'luwh', 'benci', 'banget', 'sama', 'angela', 'annual', 'malah', 'kayak', 'begini', 'bagaimana', 'sih', 'masih', 'mending', 'ada', 'yang', 'mainin', 'game', 'kikir', 'kamu', 'wkwkwk']","['oke', 'game', 'nya', 'seru', 'bngtcuma', 'mengasih', 'ls', 'ya', 'poke', 'ajg', 'seenak', 'ya', 'gwa', 'imo', 'ya', 'ginimatchmaking', 'benerin', 'ya', 'awas', 'luwh', 'benci', 'banget', 'angela', 'annual', 'kayak', 'sih', 'mending', 'mainin', 'game', 'kikir', 'wkwkwk']",oke game nya seru bngtcuma asih ls ya poke ajg enak ya gwa imo ya ginimatchmaking benerin ya awas luwh benci banget angela annual kayak sih mending mainin game kikir wkwkwk
2025-06-05 09:01:12,Riyan Ian,5,Saya Menyukai,Saya Menyukai,saya menyukai,saya menyukai,"['saya', 'menyukai']",['menyukai'],suka
2025-06-05 08:59:02,Cantika Yoora,1,game ga jelas tolol,game ga jelas tolol,game ga jelas tolol,game tidak jelas tolol,"['game', 'tidak', 'jelas', 'tolol']","['game', 'tolol']",game tolol
2025-06-05 08:58:59,Muhammad Urwah,1,gw diban karna dituduh cheat,gw diban karna dituduh cheat,gw diban karna dituduh cheat,gue diban karena dituduh cheat,"['gue', 'diban', 'karena', 'dituduh', 'cheat']","['gue', 'diban', 'dituduh', 'cheat']",gue ban tuduh cheat
2025-06-05 08:56:40,Ramadhani Pare,1,Makasih developer telah memberikan batlefield yang adil sangat sangat adil sampai sampai main 3 jam pun bintang tidak naik sama sekali 😹😹,Makasih developer telah memberikan batlefield yang adil sangat sangat adil sampai sampai main  jam pun bintang tidak naik sama sekali ,makasih developer telah memberikan batlefield yang adil sangat sangat adil sampai sampai main  jam pun bintang tidak naik sama sekali ,developer telah memberikan batlefield yang adil sangat sangat adil sampai sampai main jam pun bintang tidak naik sama sekali,"['developer', 'telah', 'memberikan', 'batlefield', 'yang', 'adil', 'sangat', 'sangat', 'adil', 'sampai', 'sampai', 'main', 'jam', 'pun', 'bintang', 'tidak', 'naik', 'sama', 'sekali']","['developer', 'batlefield', 'adil', 'adil', 'main', 'jam', 'bintang']",developer batlefield adil adil main jam bintang
2025-06-05 08:55:03,Iwan Aza,1,ga punya otak kalian semua Thu epic di kasih musuh mitic di miror otak kalian dimana pa dah ga punya otak kalian ya!!! pantes aja game ini banyak yg di hapus rang ngasih musuh pada ga pake otak ga ngotak kalau mau ngasih musuh tau admin mlbb otak nya pada ga di pake,ga punya otak kalian semua Thu epic di kasih musuh mitic di miror otak kalian dimana pa dah ga punya otak kalian ya pantes aja game ini banyak yg di hapus rang ngasih musuh pada ga pake otak ga ngotak kalau mau ngasih musuh tau admin mlbb otak nya pada ga di pake,ga punya otak kalian semua thu epic di kasih musuh mitic di miror otak kalian dimana pa dah ga punya otak kalian ya pantes aja game ini banyak yg di hapus rang ngasih musuh pada ga pake otak ga ngotak kalau mau ngasih musuh tau admin mlbb otak nya pada ga di pake,tidak punya otak kalian semua itu epic di kasih musuh mitic di miror otak kalian dimana apa sudah tidak punya otak kalian ya pantas saja game ini banyak yang di hapus rang mengasih musuh pada tidak pakai otak tidak ngotak kalau mau mengasih musuh tau admin mlbb otak ya pada tidak di pakai,"['tidak', 'punya', 'otak', 'kalian', 'semua', 'itu', 'epic', 'di', 'kasih', 'musuh', 'mitic', 'di', 'miror', 'otak', 'kalian', 'dimana', 'apa', 'sudah', 'tidak', 'punya', 'otak', 'kalian', 'ya', 'pantas', 'saja', 'game', 'ini', 'banyak', 'yang', 'di', 'hapus', 'rang', 'mengasih', 'musuh', 'pada', 'tidak', 'pakai', 'otak', 'tidak', 'ngotak', 'kalau', 'mau', 'mengasih', 'musuh', 'tau', 'admin', 'mlbb', 'otak', 'ya', 'pada', 'tidak', 'di', 'pakai']","['otak', 'epic', 'kasih', 'musuh', 'mitic', 'miror', 'otak', 'dimana', 'otak', 'ya', 'game', 'hapus', 'rang', 'mengasih', 'musuh', 'pakai', 'otak', 'ngotak', 'mengasih', 'musuh', 'tau', 'admin', 'mlbb', 'otak', 'ya', 'pakai']",otak epic kasih musuh mitic miror otak mana otak ya game hapus rang asih musuh pakai otak ngotak asih musuh tau admin mlbb otak ya pakai
2025-06-05 08:53:29,Ahmad Sultan,5,Moonton tolong kasih saya win triek dua puluh nanti saya janji tidak afk moonton maaf kan saya dan saya akan kasih bintang lima buat moonton biar jadi nomor satu game ini Makasih ya dari kecil saya ingin sekali bermain mobile legends buat moonton,Moonton tolong kasih saya win triek dua puluh nanti saya janji tidak afk moonton maaf kan saya dan saya akan kasih bintang lima buat moonton biar jadi nomor satu game ini Makasih ya dari kecil saya ingin sekali bermain mobile legends buat moonton,moonton tolong kasih saya win triek dua puluh nanti saya janji tidak afk moonton maaf kan saya dan saya akan kasih bintang lima buat moonton biar jadi nomor satu game ini makasih ya dari kecil saya ingin sekali bermain mobile legends buat moonton,moonton tolong kasih saya win triek dua puluh nanti saya janji tidak afk moonton maaf kan saya dan saya akan kasih bintang lima buat moonton biar jadi nomor satu game ini ya dari kecil saya ingin sekali bermain mobile legends buat moonton,"['moonton', 'tolong', 'kasih', 'saya', 'win', 'triek', 'dua', 'puluh', 'nanti', 'saya', 'janji', 'tidak', 'afk', 'moonton', 'maaf', 'kan', 'saya', 'dan', 'saya', 'akan', 'kasih', 'bintang', 'lima', 'buat', 'moonton', 'biar', 'jadi', 'nomor', 'satu', 'game', 'ini', 'ya', 'dari', 'kecil', 'saya', 'ingin', 'sekali', 'bermain', 'mobile', 'legends', 'buat', 'moonton']","['moonton', 'tolong', 'kasih', 'win', 'triek', 'puluh', 'janji', 'afk', 'moonton', 'maaf', 'kasih', 'bintang', 'moonton', 'biar', 'nomor', 'game', 'ya', 'bermain', 'mobile', 'legends', 'moonton']",moonton tolong kasih win triek puluh janji afk moonton maaf kasih bintang moonton biar nomor game ya main mobile legends moonton
2025-06-05 08:52:54,Pengkuh Hentai,5,permainan yang seru,permainan yang seru,permainan yang seru,permainan yang seru,"['permainan', 'yang', 'seru']","['permainan', 'seru']",main seru
2025-06-05 08:52:09,Ridoo Ridoo,1,geme ha ga enak kin,geme ha ga enak kin,geme ha ga enak kin,geme ha tidak enak kin,"['geme', 'ha', 'tidak', 'enak', 'kin']","['geme', 'ha', 'enak', 'kin']",geme ha enak kin
